id,type,memid,addr,send,arrive,bus_queuing,bus_time,switch_queuing,switch_time,snoop_evict,host_inv,dram_queuing,dram_time,total_time
0,Non-temporal write,1,100000000,500,591,0,0,0,50,0,0,0,1,91
1,Non-temporal read,2,0,1000,1599,0,0,0,50,0,0,0,49,599
2,Non-temporal write,1,100000040,1500,1624,0,0,33,50,0,0,0,1,124
3,Non-temporal read,2,40,2099,2676,0,0,0,50,0,0,0,27,577
4,Non-temporal write,1,100000080,2599,2701,0,0,11,50,0,0,0,1,102
5,Non-temporal read,2,80,3176,3753,0,0,0,50,0,0,0,27,577
6,Non-temporal write,1,1000000c0,3676,3778,0,0,11,50,0,0,0,1,102
7,Non-temporal read,2,c0,4253,4830,0,0,0,50,0,0,0,27,577
8,Non-temporal write,1,100000100,4753,4855,0,0,11,50,0,0,0,1,102
9,Non-temporal read,2,100,5330,5907,0,0,0,50,0,0,0,27,577
10,Non-temporal write,1,100000140,5830,5932,0,0,11,50,0,0,0,1,102
11,Non-temporal read,2,140,6407,7006,0,0,0,50,0,0,0,49,599
12,Non-temporal write,1,100000180,6907,7031,0,0,33,50,0,0,0,1,124
13,Non-temporal read,2,180,7506,8083,0,0,0,50,0,0,0,27,577
14,Non-temporal write,1,1000001c0,8006,8108,0,0,11,50,0,0,0,1,102
15,Non-temporal read,2,1c0,8583,9160,0,0,0,50,0,0,0,27,577
16,Non-temporal write,1,100000200,9083,9185,0,0,11,50,0,0,0,1,102
17,Non-temporal read,2,200,9660,10237,0,0,0,50,0,0,0,27,577
18,Non-temporal write,1,100000240,10160,10262,0,0,11,50,0,0,0,1,102
19,Non-temporal read,2,240,10737,11314,0,0,0,50,0,0,0,27,577
20,Non-temporal write,1,100000280,11237,11339,0,0,11,50,0,0,0,1,102
21,Non-temporal read,2,280,11814,12391,0,0,0,50,0,0,0,27,577
22,Non-temporal write,1,1000002c0,12314,12416,0,0,11,50,0,0,0,1,102
23,Non-temporal read,2,2c0,12891,13468,0,0,0,50,0,0,0,27,577
24,Non-temporal write,1,100000300,13391,13493,0,0,11,50,0,0,0,1,102
25,Non-temporal read,2,300,13968,14545,0,0,0,50,0,0,0,27,577
26,Non-temporal write,1,100000340,14468,14570,0,0,11,50,0,0,0,1,102
27,Non-temporal read,2,340,15045,15622,0,0,0,50,0,0,0,27,577
28,Non-temporal write,1,100000380,15545,15647,0,0,11,50,0,0,0,1,102
29,Non-temporal read,2,380,16122,16699,0,0,0,50,0,0,0,27,577
30,Non-temporal write,1,1000003c0,16622,16724,0,0,11,50,0,0,0,1,102
31,Non-temporal read,2,3c0,17199,17776,0,0,0,50,0,0,0,27,577
32,Non-temporal write,1,100000400,17699,17801,0,0,11,50,0,0,0,1,102
33,Non-temporal read,2,400,18276,19375,0,0,0,50,0,0,0,549,1099
34,Non-temporal write,1,100000440,18776,18867,0,0,0,50,0,0,0,1,91
35,Non-temporal read,2,440,19875,20452,0,0,0,50,0,0,0,27,577
36,Non-temporal write,1,100000480,20375,20477,0,0,11,50,0,0,0,1,102
37,Non-temporal read,2,480,20952,21529,0,0,0,50,0,0,0,27,577
38,Non-temporal write,1,1000004c0,21452,21554,0,0,11,50,0,0,0,1,102
39,Non-temporal read,2,4c0,22029,22606,0,0,0,50,0,0,0,27,577
40,Non-temporal write,1,100000500,22529,22631,0,0,11,50,0,0,0,1,102
41,Non-temporal read,2,500,23106,23683,0,0,0,50,0,0,0,27,577
42,Non-temporal write,1,100000540,23606,23708,0,0,11,50,0,0,0,1,102
43,Non-temporal read,2,540,24183,24760,0,0,0,50,0,0,0,27,577
44,Non-temporal write,1,100000580,24683,24785,0,0,11,50,0,0,0,1,102
45,Non-temporal read,2,580,25260,25837,0,0,0,50,0,0,0,27,577
46,Non-temporal write,1,1000005c0,25760,25862,0,0,11,50,0,0,0,1,102
47,Non-temporal read,2,5c0,26337,26914,0,0,0,50,0,0,0,27,577
