id,type,memid,addr,send,arrive,bus_queuing,bus_time,switch_queuing,switch_time,snoop_evict,host_inv,dram_queuing,dram_time,total_time
0,Non-temporal write,1,100000000,1000,1091,0,0,0,50,0,0,0,1,91
1,Non-temporal write,2,300000000,2000,2091,0,0,0,50,0,0,0,1,91
2,Non-temporal write,3,500000000,3000,3091,0,0,0,50,0,0,0,1,91
3,Non-temporal write,4,700000000,4000,4091,0,0,0,50,0,0,0,1,91
4,Non-temporal read,5,0,5000,5599,0,0,0,50,0,0,0,49,599
5,Non-temporal read,6,200000000,6000,6873,0,0,0,50,0,0,0,323,873
6,Non-temporal read,7,400000000,7000,7599,0,0,0,50,0,0,0,49,599
7,Non-temporal read,8,600000000,8000,8599,0,0,0,50,0,0,0,49,599
8,Non-temporal write,1,100000040,9000,9091,0,0,0,50,0,0,0,1,91
9,Non-temporal write,2,300000040,10000,10091,0,0,0,50,0,0,0,1,91
10,Non-temporal write,3,500000040,11000,11091,0,0,0,50,0,0,0,1,91
11,Non-temporal write,4,700000040,12000,12091,0,0,0,50,0,0,0,1,91
12,Non-temporal read,5,40,13000,13599,0,0,0,50,0,0,0,49,599
13,Non-temporal read,6,200000040,14000,14577,0,0,0,50,0,0,0,27,577
14,Non-temporal read,7,400000040,15000,15577,0,0,0,50,0,0,0,27,577
15,Non-temporal read,8,600000040,16000,16577,0,0,0,50,0,0,0,27,577
16,Non-temporal write,1,100000080,17000,17091,0,0,0,50,0,0,0,1,91
17,Non-temporal write,2,300000080,18000,18091,0,0,0,50,0,0,0,1,91
18,Non-temporal write,3,500000080,19000,19091,0,0,0,50,0,0,0,1,91
19,Non-temporal write,4,700000080,20000,20091,0,0,0,50,0,0,0,1,91
20,Non-temporal read,5,80,21000,21599,0,0,0,50,0,0,0,49,599
21,Non-temporal read,6,200000080,22000,22599,0,0,0,50,0,0,0,49,599
22,Non-temporal read,7,400000080,23000,23599,0,0,0,50,0,0,0,49,599
23,Non-temporal read,8,600000080,24000,24599,0,0,0,50,0,0,0,49,599
24,Non-temporal write,1,1000000c0,25000,25091,0,0,0,50,0,0,0,1,91
25,Non-temporal write,2,3000000c0,26000,26091,0,0,0,50,0,0,0,1,91
26,Non-temporal write,3,5000000c0,27000,27091,0,0,0,50,0,0,0,1,91
27,Non-temporal write,4,7000000c0,28000,28091,0,0,0,50,0,0,0,1,91
28,Non-temporal read,5,c0,29000,29577,0,0,0,50,0,0,0,27,577
29,Non-temporal read,6,2000000c0,30000,30577,0,0,0,50,0,0,0,27,577
30,Non-temporal read,7,4000000c0,31000,31855,0,0,0,50,0,0,0,305,855
31,Non-temporal read,8,6000000c0,32000,32599,0,0,0,50,0,0,0,49,599
32,Non-temporal write,1,100000100,33000,33091,0,0,0,50,0,0,0,1,91
33,Non-temporal write,2,300000100,34000,34091,0,0,0,50,0,0,0,1,91
34,Non-temporal write,3,500000100,35000,35091,0,0,0,50,0,0,0,1,91
35,Non-temporal write,4,700000100,36000,36091,0,0,0,50,0,0,0,1,91
36,Non-temporal read,5,100,37000,37599,0,0,0,50,0,0,0,49,599
37,Non-temporal read,6,200000100,38000,38599,0,0,0,50,0,0,0,49,599
38,Non-temporal read,7,400000100,39000,39577,0,0,0,50,0,0,0,27,577
39,Non-temporal read,8,600000100,40000,40577,0,0,0,50,0,0,0,27,577
40,Non-temporal write,1,100000140,41000,41091,0,0,0,50,0,0,0,1,91
41,Non-temporal write,2,300000140,42000,42091,0,0,0,50,0,0,0,1,91
42,Non-temporal write,3,500000140,43000,43091,0,0,0,50,0,0,0,1,91
43,Non-temporal write,4,700000140,44000,44091,0,0,0,50,0,0,0,1,91
44,Non-temporal read,5,140,45000,45599,0,0,0,50,0,0,0,49,599
45,Non-temporal read,6,200000140,46000,46599,0,0,0,50,0,0,0,49,599
46,Non-temporal read,7,400000140,47000,47599,0,0,0,50,0,0,0,49,599
47,Non-temporal read,8,600000140,48000,48599,0,0,0,50,0,0,0,49,599
48,Non-temporal write,1,100000180,49000,49091,0,0,0,50,0,0,0,1,91
49,Non-temporal write,2,300000180,50000,50091,0,0,0,50,0,0,0,1,91
50,Non-temporal write,3,500000180,51000,51091,0,0,0,50,0,0,0,1,91
51,Non-temporal write,4,700000180,52000,52091,0,0,0,50,0,0,0,1,91
52,Non-temporal read,5,180,53000,53577,0,0,0,50,0,0,0,27,577
53,Non-temporal read,6,200000180,54000,54577,0,0,0,50,0,0,0,27,577
54,Non-temporal read,7,400000180,55000,55577,0,0,0,50,0,0,0,27,577
55,Non-temporal read,8,600000180,56000,56815,0,0,0,50,0,0,0,265,815
56,Non-temporal write,1,1000001c0,57000,57091,0,0,0,50,0,0,0,1,91
57,Non-temporal write,2,3000001c0,58000,58091,0,0,0,50,0,0,0,1,91
58,Non-temporal write,3,5000001c0,59000,59091,0,0,0,50,0,0,0,1,91
59,Non-temporal write,4,7000001c0,60000,60091,0,0,0,50,0,0,0,1,91
60,Non-temporal read,5,1c0,61000,61599,0,0,0,50,0,0,0,49,599
61,Non-temporal read,6,2000001c0,62000,62599,0,0,0,50,0,0,0,49,599
62,Non-temporal read,7,4000001c0,63000,63599,0,0,0,50,0,0,0,49,599
63,Non-temporal read,8,6000001c0,64000,64577,0,0,0,50,0,0,0,27,577
64,Non-temporal write,1,100000200,65000,65091,0,0,0,50,0,0,0,1,91
65,Non-temporal write,2,300000200,66000,66091,0,0,0,50,0,0,0,1,91
66,Non-temporal write,3,500000200,67000,67091,0,0,0,50,0,0,0,1,91
67,Non-temporal write,4,700000200,68000,68091,0,0,0,50,0,0,0,1,91
68,Non-temporal read,5,200,69000,69599,0,0,0,50,0,0,0,49,599
69,Non-temporal read,6,200000200,70000,70599,0,0,0,50,0,0,0,49,599
70,Non-temporal read,7,400000200,71000,71599,0,0,0,50,0,0,0,49,599
71,Non-temporal read,8,600000200,72000,72599,0,0,0,50,0,0,0,49,599
72,Non-temporal write,1,100000240,73000,73091,0,0,0,50,0,0,0,1,91
73,Non-temporal write,2,300000240,74000,74091,0,0,0,50,0,0,0,1,91
74,Non-temporal write,3,500000240,75000,75091,0,0,0,50,0,0,0,1,91
75,Non-temporal write,4,700000240,76000,76091,0,0,0,50,0,0,0,1,91
76,Non-temporal read,5,240,77000,77577,0,0,0,50,0,0,0,27,577
77,Non-temporal read,6,200000240,78000,78577,0,0,0,50,0,0,0,27,577
78,Non-temporal read,7,400000240,79000,79577,0,0,0,50,0,0,0,27,577
79,Non-temporal read,8,600000240,80000,80577,0,0,0,50,0,0,0,27,577
80,Non-temporal write,1,100000280,81000,81091,0,0,0,50,0,0,0,1,91
81,Non-temporal write,2,300000280,82000,82091,0,0,0,50,0,0,0,1,91
82,Non-temporal write,3,500000280,83000,83091,0,0,0,50,0,0,0,1,91
83,Non-temporal write,4,700000280,84000,84091,0,0,0,50,0,0,0,1,91
84,Non-temporal read,5,280,85000,85599,0,0,0,50,0,0,0,49,599
85,Non-temporal read,6,200000280,86000,86599,0,0,0,50,0,0,0,49,599
86,Non-temporal read,7,400000280,87000,87599,0,0,0,50,0,0,0,49,599
87,Non-temporal read,8,600000280,88000,88599,0,0,0,50,0,0,0,49,599
88,Non-temporal write,1,1000002c0,89000,89091,0,0,0,50,0,0,0,1,91
89,Non-temporal write,2,3000002c0,90000,90091,0,0,0,50,0,0,0,1,91
90,Non-temporal write,3,5000002c0,91000,91091,0,0,0,50,0,0,0,1,91
91,Non-temporal write,4,7000002c0,92000,92091,0,0,0,50,0,0,0,1,91
92,Non-temporal read,5,2c0,93000,93577,0,0,0,50,0,0,0,27,577
93,Non-temporal read,6,2000002c0,94000,94599,0,0,0,50,0,0,0,49,599
94,Non-temporal read,7,4000002c0,95000,95599,0,0,0,50,0,0,0,49,599
95,Non-temporal read,8,6000002c0,96000,96599,0,0,0,50,0,0,0,49,599
96,Non-temporal write,1,100000300,97000,97091,0,0,0,50,0,0,0,1,91
97,Non-temporal write,2,300000300,98000,98091,0,0,0,50,0,0,0,1,91
98,Non-temporal write,3,500000300,99000,99091,0,0,0,50,0,0,0,1,91
99,Non-temporal write,4,700000300,100000,100091,0,0,0,50,0,0,0,1,91
100,Non-temporal read,5,300,101000,101599,0,0,0,50,0,0,0,49,599
101,Non-temporal read,6,200000300,102000,102577,0,0,0,50,0,0,0,27,577
102,Non-temporal read,7,400000300,103000,103577,0,0,0,50,0,0,0,27,577
103,Non-temporal read,8,600000300,104000,104577,0,0,0,50,0,0,0,27,577
104,Non-temporal write,1,100000340,105000,105091,0,0,0,50,0,0,0,1,91
105,Non-temporal write,2,300000340,106000,106091,0,0,0,50,0,0,0,1,91
106,Non-temporal write,3,500000340,107000,107091,0,0,0,50,0,0,0,1,91
107,Non-temporal write,4,700000340,108000,108091,0,0,0,50,0,0,0,1,91
108,Non-temporal read,5,340,109000,109599,0,0,0,50,0,0,0,49,599
109,Non-temporal read,6,200000340,110000,110599,0,0,0,50,0,0,0,49,599
110,Non-temporal read,7,400000340,111000,111599,0,0,0,50,0,0,0,49,599
111,Non-temporal read,8,600000340,112000,112599,0,0,0,50,0,0,0,49,599
112,Non-temporal write,1,100000380,113000,113091,0,0,0,50,0,0,0,1,91
113,Non-temporal write,2,300000380,114000,114091,0,0,0,50,0,0,0,1,91
114,Non-temporal write,3,500000380,115000,115091,0,0,0,50,0,0,0,1,91
115,Non-temporal write,4,700000380,116000,116091,0,0,0,50,0,0,0,1,91
