id,type,memid,addr,send,arrive,bus_queuing,bus_time,switch_queuing,switch_time,snoop_evict,host_inv,dram_queuing,dram_time,total_time
0,Non-temporal write,0,400000000,500,641,0,0,0,100,0,0,0,1,141
2,Non-temporal write,0,400000040,1500,1641,0,0,0,100,0,0,0,1,141
1,Non-temporal read,2,0,1000,1139,0,0,0,50,0,0,0,49,139
4,Non-temporal write,0,400000080,2500,2641,0,0,0,100,0,0,0,1,141
3,Non-temporal read,2,40,2000,2117,0,0,0,50,0,0,0,27,117
6,Non-temporal write,0,4000000c0,3500,3641,0,0,0,100,0,0,0,1,141
5,Non-temporal read,2,80,3000,3117,0,0,0,50,0,0,0,27,117
8,Non-temporal write,0,400000100,4500,4641,0,0,0,100,0,0,0,1,141
7,Non-temporal read,2,c0,4000,4117,0,0,0,50,0,0,0,27,117
10,Non-temporal write,0,400000140,5500,5641,0,0,0,100,0,0,0,1,141
9,Non-temporal read,2,100,5000,5117,0,0,0,50,0,0,0,27,117
12,Non-temporal write,0,400000180,6500,6641,0,0,0,100,0,0,0,1,141
11,Non-temporal read,2,140,6000,6117,0,0,0,50,0,0,0,27,117
14,Non-temporal write,0,4000001c0,7500,7641,0,0,0,100,0,0,0,1,141
13,Non-temporal read,2,180,7000,7139,0,0,0,50,0,0,0,49,139
16,Non-temporal write,0,400000200,8500,8641,0,0,0,100,0,0,0,1,141
15,Non-temporal read,2,1c0,8000,8117,0,0,0,50,0,0,0,27,117
18,Non-temporal write,0,400000240,9500,9641,0,0,0,100,0,0,0,1,141
17,Non-temporal read,2,200,9000,9117,0,0,0,50,0,0,0,27,117
20,Non-temporal write,0,400000280,10500,10641,0,0,0,100,0,0,0,1,141
19,Non-temporal read,2,240,10000,10117,0,0,0,50,0,0,0,27,117
22,Non-temporal write,0,4000002c0,11500,11641,0,0,0,100,0,0,0,1,141
21,Non-temporal read,2,280,11000,11117,0,0,0,50,0,0,0,27,117
24,Non-temporal write,0,400000300,12500,12641,0,0,0,100,0,0,0,1,141
23,Non-temporal read,2,2c0,12000,12117,0,0,0,50,0,0,0,27,117
